Title,Artist,Year,ImageURL,Styles,Genres,Media,Dimensions,Description,PaintingURL,image_urls,images
Landscape with black pigs and a crouching Tahitian,Paul Gauguin,,https://uploads3.wikiart.org/images/paul-gauguin/landscape-with-black-pigs-and-a-crouching-tahitian-1891.jpg!Large.jpg,Post-Impressionism,landscape,oil; canvas,,,https://www.wikiart.org/en/paul-gauguin/landscape-with-black-pigs-and-a-crouching-tahitian-1891,https://uploads3.wikiart.org/images/paul-gauguin/landscape-with-black-pigs-and-a-crouching-tahitian-1891.jpg!Large.jpg,"[{'url': 'https://uploads3.wikiart.org/images/paul-gauguin/landscape-with-black-pigs-and-a-crouching-tahitian-1891.jpg!Large.jpg', 'path': 'full/58eec5c9bc2907ab40f758aaac76a3880fd38bfc.jpg', 'checksum': '4bcea9fd52f508a64b922468f78192ee', 'status': 'downloaded'}]"
Come here,Paul Gauguin,,https://uploads7.wikiart.org/images/paul-gauguin/come-here-1891.jpg!Large.jpg,Post-Impressionism,landscape,oil; canvas,,,https://www.wikiart.org/en/paul-gauguin/come-here-1891,https://uploads7.wikiart.org/images/paul-gauguin/come-here-1891.jpg!Large.jpg,"[{'url': 'https://uploads7.wikiart.org/images/paul-gauguin/come-here-1891.jpg!Large.jpg', 'path': 'full/2d02438e948de8a43befc2a1be7ca3ff90f3cdf1.jpg', 'checksum': '1c4739c8fa04a5bdde55a2cd253892cb', 'status': 'downloaded'}]"
Tahitian woman with flower in her hair,Paul Gauguin,,https://uploads4.wikiart.org/images/paul-gauguin/tahitian-woman-with-flower-in-her-hair.jpg!Large.jpg,Post-Impressionism,portrait,oil; canvas,,,https://www.wikiart.org/en/paul-gauguin/tahitian-woman-with-flower-in-her-hair,https://uploads4.wikiart.org/images/paul-gauguin/tahitian-woman-with-flower-in-her-hair.jpg!Large.jpg,"[{'url': 'https://uploads4.wikiart.org/images/paul-gauguin/tahitian-woman-with-flower-in-her-hair.jpg!Large.jpg', 'path': 'full/16b7b8747f2191208b06ce43ec300e158fad4b23.jpg', 'checksum': 'fa6c8680301e267b4b7306ace8b1d63d', 'status': 'downloaded'}]"
Black pigs,Paul Gauguin,,https://uploads8.wikiart.org/images/paul-gauguin/black-pigs-1891.jpg!Large.jpg,Post-Impressionism,genre painting,oil; canvas,,,https://www.wikiart.org/en/paul-gauguin/black-pigs-1891,https://uploads8.wikiart.org/images/paul-gauguin/black-pigs-1891.jpg!Large.jpg,"[{'url': 'https://uploads8.wikiart.org/images/paul-gauguin/black-pigs-1891.jpg!Large.jpg', 'path': 'full/270728eda9f35830adcf82fe015f4a896e5c6b01.jpg', 'checksum': 'ce90fcc9c2ff09a5dc65d1906bc94b65', 'status': 'downloaded'}]"
Fire Dance,Paul Gauguin,,https://uploads7.wikiart.org/images/paul-gauguin/fire-dance-1891.jpg,Post-Impressionism,genre painting,oil; canvas,,,https://www.wikiart.org/en/paul-gauguin/fire-dance-1891,https://uploads7.wikiart.org/images/paul-gauguin/fire-dance-1891.jpg,"[{'url': 'https://uploads7.wikiart.org/images/paul-gauguin/fire-dance-1891.jpg', 'path': 'full/59c719d5a880fab8d07f94a4ee70e796e33f4e3e.jpg', 'checksum': '6d9c8057a582769ae6477bce94efeaef', 'status': 'downloaded'}]"
"In the Vanilla Grove, Man and Horse (The Rendezvous)",Paul Gauguin,,https://uploads2.wikiart.org/images/paul-gauguin/in-the-vanilla-grove-man-and-horse-the-rendezvous-1891.jpg!Large.jpg,Post-Impressionism,landscape,oil,,,https://www.wikiart.org/en/paul-gauguin/in-the-vanilla-grove-man-and-horse-the-rendezvous-1891,https://uploads2.wikiart.org/images/paul-gauguin/in-the-vanilla-grove-man-and-horse-the-rendezvous-1891.jpg!Large.jpg,"[{'url': 'https://uploads2.wikiart.org/images/paul-gauguin/in-the-vanilla-grove-man-and-horse-the-rendezvous-1891.jpg!Large.jpg', 'path': 'full/3ee897771e9548527ff2292bf06e16bb60c0a12b.jpg', 'checksum': '2e5251ff3633112b9e683a4b94a039ee', 'status': 'downloaded'}]"
Tahitian Landscape,Paul Gauguin,1891,https://uploads2.wikiart.org/00288/images/paul-gauguin/tahitian-landscape-1891.jpg!Large.jpg,Post-Impressionism,landscape,,,,https://www.wikiart.org/en/paul-gauguin/tahitian-landscape-1891,https://uploads2.wikiart.org/00288/images/paul-gauguin/tahitian-landscape-1891.jpg!Large.jpg,"[{'url': 'https://uploads2.wikiart.org/00288/images/paul-gauguin/tahitian-landscape-1891.jpg!Large.jpg', 'path': 'full/90b2c15d0130a68d93ca5821e64824da72570cb6.jpg', 'checksum': '5640f485fb462160dc285edc3aaf2843', 'status': 'downloaded'}]"
The Coast of Bellangenay,Paul Gauguin,1890,https://uploads5.wikiart.org/images/paul-gauguin/not-detected.jpg!Large.jpg,Post-Impressionism,marina,,,,https://www.wikiart.org/en/paul-gauguin/not-detected,https://uploads5.wikiart.org/images/paul-gauguin/not-detected.jpg!Large.jpg,"[{'url': 'https://uploads5.wikiart.org/images/paul-gauguin/not-detected.jpg!Large.jpg', 'path': 'full/cfa8a5bfa40c41d867d70b4d697d017dbaf83ab4.jpg', 'checksum': 'ef6d70b0e9cb1ff806b093e49c654c9f', 'status': 'downloaded'}]"
A big tree,Paul Gauguin,1891,https://uploads1.wikiart.org/images/paul-gauguin/a-big-tree-1891-1.jpg!Large.jpg,Post-Impressionism,genre painting,oil; jute,,,https://www.wikiart.org/en/paul-gauguin/a-big-tree-1891-1,https://uploads1.wikiart.org/images/paul-gauguin/a-big-tree-1891-1.jpg!Large.jpg,"[{'url': 'https://uploads1.wikiart.org/images/paul-gauguin/a-big-tree-1891-1.jpg!Large.jpg', 'path': 'full/130d11a4a4a902e3bfecb99a218e7b26be581491.jpg', 'checksum': 'ba15e2333e86e100d7fb7d051ed13a66', 'status': 'downloaded'}]"
Self Portrait,Paul Gauguin,,https://uploads6.wikiart.org/images/paul-gauguin/self-portrait.jpg!Large.jpg,Post-Impressionism,self-portrait,oil; canvas,,,https://www.wikiart.org/en/paul-gauguin/self-portrait,https://uploads6.wikiart.org/images/paul-gauguin/self-portrait.jpg!Large.jpg,"[{'url': 'https://uploads6.wikiart.org/images/paul-gauguin/self-portrait.jpg!Large.jpg', 'path': 'full/319edb12ab40601ce31cdc45c536acace37afce2.jpg', 'checksum': 'a1fadff3535ee39b153a2ff2afcc228d', 'status': 'downloaded'}]"
Portrait of Suzanne Bambridge,Paul Gauguin,1891,https://uploads0.wikiart.org/images/paul-gauguin/portrait-of-suzanne-bambridge-1891.jpg!Large.jpg,Post-Impressionism,portrait,oil; canvas,,,https://www.wikiart.org/en/paul-gauguin/portrait-of-suzanne-bambridge-1891,https://uploads0.wikiart.org/images/paul-gauguin/portrait-of-suzanne-bambridge-1891.jpg!Large.jpg,"[{'url': 'https://uploads0.wikiart.org/images/paul-gauguin/portrait-of-suzanne-bambridge-1891.jpg!Large.jpg', 'path': 'full/a740d2e4180b739e5e4127a512dabf21060341ab.jpg', 'checksum': 'c1b92f53c6218d300d05f129415497ee', 'status': 'downloaded'}]"
Negreries Martinique,Paul Gauguin,,https://uploads0.wikiart.org/images/paul-gauguin/negreries-martinique-1890.jpg!Large.jpg,Post-Impressionism,portrait,collage; gouache; ink; watercolor; paper,,,https://www.wikiart.org/en/paul-gauguin/negreries-martinique-1890,https://uploads0.wikiart.org/images/paul-gauguin/negreries-martinique-1890.jpg!Large.jpg,"[{'url': 'https://uploads0.wikiart.org/images/paul-gauguin/negreries-martinique-1890.jpg!Large.jpg', 'path': 'full/bf60dcd12f1ecc3fdb786a16824ac13261548600.jpg', 'checksum': '5b8d142b77d564f01d1d3abdf2b10916', 'status': 'downloaded'}]"
Portrait of woman against the Cezanne's still life with apples,Paul Gauguin,,https://uploads6.wikiart.org/images/paul-gauguin/portrait-of-woman-against-the-cezanne-s-still-life-with-apples-1890.jpg!Large.jpg,Post-Impressionism,portrait,oil; canvas,,,https://www.wikiart.org/en/paul-gauguin/portrait-of-woman-against-the-cezanne-s-still-life-with-apples-1890,https://uploads6.wikiart.org/images/paul-gauguin/portrait-of-woman-against-the-cezanne-s-still-life-with-apples-1890.jpg!Large.jpg,"[{'url': 'https://uploads6.wikiart.org/images/paul-gauguin/portrait-of-woman-against-the-cezanne-s-still-life-with-apples-1890.jpg!Large.jpg', 'path': 'full/e274001c71d8812d3591f11bb3422c16288affc5.jpg', 'checksum': '3ad12df819a3bdd689b863f0ce51e210', 'status': 'downloaded'}]"
Mimi and her Cat,Paul Gauguin,,https://uploads4.wikiart.org/images/paul-gauguin/mimi-and-her-cat-1890.jpg,Post-Impressionism,portrait,gouache; cardboard,,,https://www.wikiart.org/en/paul-gauguin/mimi-and-her-cat-1890,https://uploads4.wikiart.org/images/paul-gauguin/mimi-and-her-cat-1890.jpg,"[{'url': 'https://uploads4.wikiart.org/images/paul-gauguin/mimi-and-her-cat-1890.jpg', 'path': 'full/80544670057256070bce3f6f462ae1cadb554baa.jpg', 'checksum': 'ce0a5d939b1d3647317148d87eba9781', 'status': 'downloaded'}]"
"Nirvana, Portrait of Jacob Meyer de Haan",Paul Gauguin,,https://uploads1.wikiart.org/images/paul-gauguin/nirvana-portrait-of-jacob-meyer-de-haan-1890.jpg!Large.jpg,Post-Impressionism,allegorical painting,oil; silk,,,https://www.wikiart.org/en/paul-gauguin/nirvana-portrait-of-jacob-meyer-de-haan-1890,https://uploads1.wikiart.org/images/paul-gauguin/nirvana-portrait-of-jacob-meyer-de-haan-1890.jpg!Large.jpg,"[{'url': 'https://uploads1.wikiart.org/images/paul-gauguin/nirvana-portrait-of-jacob-meyer-de-haan-1890.jpg!Large.jpg', 'path': 'full/938df67ad168946020602c9a283a9b81635b0cb1.jpg', 'checksum': '6726e8843ce8bb50d915b9fc34cc106c', 'status': 'downloaded'}]"
Still life with apples and green vase,Paul Gauguin,,https://uploads8.wikiart.org/images/paul-gauguin/still-life-with-apples-and-green-vase-1890.jpg!Large.jpg,Post-Impressionism,still life,oil; canvas,,,https://www.wikiart.org/en/paul-gauguin/still-life-with-apples-and-green-vase-1890,https://uploads8.wikiart.org/images/paul-gauguin/still-life-with-apples-and-green-vase-1890.jpg!Large.jpg,"[{'url': 'https://uploads8.wikiart.org/images/paul-gauguin/still-life-with-apples-and-green-vase-1890.jpg!Large.jpg', 'path': 'full/a0fb89516aa9e6e25e7cd99e43e70ed2d780a732.jpg', 'checksum': 'e351d47639bbf23beb29770a6d9ea7c2', 'status': 'downloaded'}]"
A blue roof (Farm in Pouldu),Paul Gauguin,,https://uploads6.wikiart.org/images/paul-gauguin/a-blue-roof-farm-in-pouldu-1890.jpg!Large.jpg,Post-Impressionism,landscape,oil; canvas,,,https://www.wikiart.org/en/paul-gauguin/a-blue-roof-farm-in-pouldu-1890,https://uploads6.wikiart.org/images/paul-gauguin/a-blue-roof-farm-in-pouldu-1890.jpg!Large.jpg,"[{'url': 'https://uploads6.wikiart.org/images/paul-gauguin/a-blue-roof-farm-in-pouldu-1890.jpg!Large.jpg', 'path': 'full/296b870143f9b6b438875989b120dc96b0d354ec.jpg', 'checksum': '68e9a9a44cc5a30e6103a9a7c24ff402', 'status': 'downloaded'}]"
Haystacks in Brittany,Paul Gauguin,,https://uploads1.wikiart.org/images/paul-gauguin/haystacks-in-brittany-1890.jpg!Large.jpg,Post-Impressionism,landscape,oil; canvas,,,https://www.wikiart.org/en/paul-gauguin/haystacks-in-brittany-1890,https://uploads1.wikiart.org/images/paul-gauguin/haystacks-in-brittany-1890.jpg!Large.jpg,"[{'url': 'https://uploads1.wikiart.org/images/paul-gauguin/haystacks-in-brittany-1890.jpg!Large.jpg', 'path': 'full/d3084aea0146700768e17fd271fc97c457700d4d.jpg', 'checksum': '5f3a910a6a00575315e4522bc8e6276b', 'status': 'downloaded'}]"
Landscape at Le Pouldu,Paul Gauguin,,https://uploads2.wikiart.org/images/paul-gauguin/landscape-at-le-pouldu-1890.jpg!Large.jpg,Post-Impressionism,landscape,oil; canvas,,,https://www.wikiart.org/en/paul-gauguin/landscape-at-le-pouldu-1890,https://uploads2.wikiart.org/images/paul-gauguin/landscape-at-le-pouldu-1890.jpg!Large.jpg,"[{'url': 'https://uploads2.wikiart.org/images/paul-gauguin/landscape-at-le-pouldu-1890.jpg!Large.jpg', 'path': 'full/511ff59194966996bbd7a678fb51fd16f5fa3ad3.jpg', 'checksum': '967fde824f81e90c2bc2be5415a15f40', 'status': 'downloaded'}]"
Yellow Haystacks (Golden Harvest),Paul Gauguin,,https://uploads2.wikiart.org/images/paul-gauguin/yellow-haystacks-golden-harvest-1889.jpg!Large.jpg,Post-Impressionism,landscape,oil; canvas,,,https://www.wikiart.org/en/paul-gauguin/yellow-haystacks-golden-harvest-1889,https://uploads2.wikiart.org/images/paul-gauguin/yellow-haystacks-golden-harvest-1889.jpg!Large.jpg,"[{'url': 'https://uploads2.wikiart.org/images/paul-gauguin/yellow-haystacks-golden-harvest-1889.jpg!Large.jpg', 'path': 'full/3d0423e1506b026de5c4baca2ad77ce76f18ca2f.jpg', 'checksum': '2423fdf0b97c5c495b8b2923585ddc95', 'status': 'downloaded'}]"
Seaside harvest,Paul Gauguin,,https://uploads4.wikiart.org/images/paul-gauguin/seaside-harvest-1890.jpg!Large.jpg,Post-Impressionism,landscape,oil; canvas,,,https://www.wikiart.org/en/paul-gauguin/seaside-harvest-1890,https://uploads4.wikiart.org/images/paul-gauguin/seaside-harvest-1890.jpg!Large.jpg,"[{'url': 'https://uploads4.wikiart.org/images/paul-gauguin/seaside-harvest-1890.jpg!Large.jpg', 'path': 'full/ad66f6ee20391fca554f4978603d1a4ea7f8a20f.jpg', 'checksum': '0796634eec4ec4233a13144301d67d9e', 'status': 'downloaded'}]"
Kelp gatherers,Paul Gauguin,,https://uploads3.wikiart.org/images/paul-gauguin/kelp-gatherers-1890.jpg!Large.jpg,Post-Impressionism,genre painting,pencil; watercolor; paper,,,https://www.wikiart.org/en/paul-gauguin/kelp-gatherers-1890,https://uploads3.wikiart.org/images/paul-gauguin/kelp-gatherers-1890.jpg!Large.jpg,"[{'url': 'https://uploads3.wikiart.org/images/paul-gauguin/kelp-gatherers-1890.jpg!Large.jpg', 'path': 'full/4b64853fea25c5cd6ceb168b5f3c5cc336297678.jpg', 'checksum': 'f83bcbcb3a39db6ebc651333feef897a', 'status': 'downloaded'}]"
Young breton by the sea,Paul Gauguin,,https://uploads3.wikiart.org/images/paul-gauguin/young-breton-by-the-sea-1889.jpg!Large.jpg,Post-Impressionism,portrait,colored pencils; paper,,,https://www.wikiart.org/en/paul-gauguin/young-breton-by-the-sea-1889,https://uploads3.wikiart.org/images/paul-gauguin/young-breton-by-the-sea-1889.jpg!Large.jpg,"[{'url': 'https://uploads3.wikiart.org/images/paul-gauguin/young-breton-by-the-sea-1889.jpg!Large.jpg', 'path': 'full/8c39bfba0f0fc9e45d513dcf0d827f0e5e71fdcd.jpg', 'checksum': 'dbfbe7a69e43bc2021957411b76d8812', 'status': 'downloaded'}]"
View of the beach at Bellangenai,Paul Gauguin,,https://uploads3.wikiart.org/images/paul-gauguin/view-of-the-beach-at-bellangenai-1889.jpg!Large.jpg,Post-Impressionism,landscape,pastel; paper,,,https://www.wikiart.org/en/paul-gauguin/view-of-the-beach-at-bellangenai-1889,https://uploads3.wikiart.org/images/paul-gauguin/view-of-the-beach-at-bellangenai-1889.jpg!Large.jpg,"[{'url': 'https://uploads3.wikiart.org/images/paul-gauguin/view-of-the-beach-at-bellangenai-1889.jpg!Large.jpg', 'path': 'full/4bb1333e10d9db5ea81a2df5349537e143180e1b.jpg', 'checksum': 'c9bc6b66b0a0624d38f5a37dd0f064ee', 'status': 'downloaded'}]"
Willows,Paul Gauguin,1889,https://uploads5.wikiart.org/images/paul-gauguin/willows-1889.jpg!Large.jpg,Post-Impressionism,genre painting,oil; canvas,,,https://www.wikiart.org/en/paul-gauguin/willows-1889,https://uploads5.wikiart.org/images/paul-gauguin/willows-1889.jpg!Large.jpg,"[{'url': 'https://uploads5.wikiart.org/images/paul-gauguin/willows-1889.jpg!Large.jpg', 'path': 'full/ef8c77f5a889c7fda88dcdb5a477b0f4cca5bf38.jpg', 'checksum': '27441db89058a6d136c0ad19a2ba482e', 'status': 'downloaded'}]"
The red cow,Paul Gauguin,,https://uploads0.wikiart.org/images/paul-gauguin/the-red-cow-1889.jpg!Large.jpg,Post-Impressionism,genre painting,oil; canvas,,,https://www.wikiart.org/en/paul-gauguin/the-red-cow-1889,https://uploads0.wikiart.org/images/paul-gauguin/the-red-cow-1889.jpg!Large.jpg,"[{'url': 'https://uploads0.wikiart.org/images/paul-gauguin/the-red-cow-1889.jpg!Large.jpg', 'path': 'full/52fdc205f3cec0f960ae353be983551c3cea37af.jpg', 'checksum': 'fd22141256427037ec976a25fa1686d2', 'status': 'downloaded'}]"
The willows,Paul Gauguin,,https://uploads0.wikiart.org/images/paul-gauguin/the-willows-1889.jpg!Large.jpg,Post-Impressionism,genre painting,oil; canvas,,,https://www.wikiart.org/en/paul-gauguin/the-willows-1889,https://uploads0.wikiart.org/images/paul-gauguin/the-willows-1889.jpg!Large.jpg,"[{'url': 'https://uploads0.wikiart.org/images/paul-gauguin/the-willows-1889.jpg!Large.jpg', 'path': 'full/061925c3e5619f114160f9896506d476941b57e8.jpg', 'checksum': '4ba0edef4c2447711d64f9c36b58ce77', 'status': 'downloaded'}]"
"The creek, Le Pouldu",Paul Gauguin,,https://uploads8.wikiart.org/images/paul-gauguin/the-creek-le-pouldu-1889.jpg!Large.jpg,Post-Impressionism,landscape,oil; canvas,,,https://www.wikiart.org/en/paul-gauguin/the-creek-le-pouldu-1889,https://uploads8.wikiart.org/images/paul-gauguin/the-creek-le-pouldu-1889.jpg!Large.jpg,"[{'url': 'https://uploads8.wikiart.org/images/paul-gauguin/the-creek-le-pouldu-1889.jpg!Large.jpg', 'path': 'full/53fcbb1c623db4b307c7b8729cf806f03fcf2945.jpg', 'checksum': '05239c3aae0b111e37456949abec5910', 'status': 'downloaded'}]"
The Ham,Paul Gauguin,,https://uploads5.wikiart.org/images/paul-gauguin/the-ham-1889.jpg!Large.jpg,Post-Impressionism,still life,oil; canvas,,,https://www.wikiart.org/en/paul-gauguin/the-ham-1889,https://uploads5.wikiart.org/images/paul-gauguin/the-ham-1889.jpg!Large.jpg,"[{'url': 'https://uploads5.wikiart.org/images/paul-gauguin/the-ham-1889.jpg!Large.jpg', 'path': 'full/990e9643c59be9258e6d96ac1b72cab565b5fd1b.jpg', 'checksum': '2945a4cf9c971d8b735519796187be4a', 'status': 'downloaded'}]"
The Kelp Gatherers,Paul Gauguin,,https://uploads7.wikiart.org/images/paul-gauguin/the-kelp-gatherers-1889.jpg!Large.jpg,Post-Impressionism,genre painting,oil; canvas,,,https://www.wikiart.org/en/paul-gauguin/the-kelp-gatherers-1889,https://uploads7.wikiart.org/images/paul-gauguin/the-kelp-gatherers-1889.jpg!Large.jpg,"[{'url': 'https://uploads7.wikiart.org/images/paul-gauguin/the-kelp-gatherers-1889.jpg!Large.jpg', 'path': 'full/168f97edf8f190e6bc0f6dd5938133badc0da022.jpg', 'checksum': '109efb405a57f1ae5a6d54c2b07e93e9', 'status': 'downloaded'}]"
Exotic Eve,Paul Gauguin,1890,https://uploads5.wikiart.org/00222/images/paul-gauguin/exotic-eve-1890.jpg,Post-Impressionism; Naïve Art (Primitivism),nude painting (nu),,,,https://www.wikiart.org/en/paul-gauguin/exotic-eve-1890,https://uploads5.wikiart.org/00222/images/paul-gauguin/exotic-eve-1890.jpg,"[{'url': 'https://uploads5.wikiart.org/00222/images/paul-gauguin/exotic-eve-1890.jpg', 'path': 'full/dbdbc3859b1d7ab54cb52f8ecf673a0c58704d3a.jpg', 'checksum': 'c8118caf767c5f6bfbb2bc06de7971c3', 'status': 'downloaded'}]"
"Still Life with Apples, a Pear and a Ceramic Portrait Jug",Paul Gauguin,,https://uploads0.wikiart.org/images/paul-gauguin/still-life-with-apples-a-pear-and-a-ceramic-portrait-jug-1889-oil-on-panel-1889.jpg!Large.jpg,Post-Impressionism,still life,oil; panel,,,https://www.wikiart.org/en/paul-gauguin/still-life-with-apples-a-pear-and-a-ceramic-portrait-jug-1889-oil-on-panel-1889,https://uploads0.wikiart.org/images/paul-gauguin/still-life-with-apples-a-pear-and-a-ceramic-portrait-jug-1889-oil-on-panel-1889.jpg!Large.jpg,"[{'url': 'https://uploads0.wikiart.org/images/paul-gauguin/still-life-with-apples-a-pear-and-a-ceramic-portrait-jug-1889-oil-on-panel-1889.jpg!Large.jpg', 'path': 'full/b5e4e2ab7f58ae2a9dff0f08ee179293c54366f7.jpg', 'checksum': 'aa60dec735255df97ea9f7d3ea2d5039', 'status': 'downloaded'}]"
Still life Ripipont,Paul Gauguin,,https://uploads8.wikiart.org/images/paul-gauguin/still-life-ripipont-1889.jpg!Large.jpg,Post-Impressionism,still life,oil; canvas,,,https://www.wikiart.org/en/paul-gauguin/still-life-ripipont-1889,https://uploads8.wikiart.org/images/paul-gauguin/still-life-ripipont-1889.jpg!Large.jpg,"[{'url': 'https://uploads8.wikiart.org/images/paul-gauguin/still-life-ripipont-1889.jpg!Large.jpg', 'path': 'full/14d1461d05fce042d1b5cbcee2bafedb90fce718.jpg', 'checksum': 'a4617aab3dd115bc3d66559957a9a331', 'status': 'downloaded'}]"
The Wooden Gate (The Pig Keeper),Paul Gauguin,,https://uploads1.wikiart.org/images/paul-gauguin/the-wooden-gate-the-pig-keeper-1889.jpg!Large.jpg,Post-Impressionism,landscape,oil; canvas,,,https://www.wikiart.org/en/paul-gauguin/the-wooden-gate-the-pig-keeper-1889,https://uploads1.wikiart.org/images/paul-gauguin/the-wooden-gate-the-pig-keeper-1889.jpg!Large.jpg,"[{'url': 'https://uploads1.wikiart.org/images/paul-gauguin/the-wooden-gate-the-pig-keeper-1889.jpg!Large.jpg', 'path': 'full/a5863ed146097bb43044728c0470a18df55d4869.jpg', 'checksum': '3adfce4b51c97903b1a0fccfbad84107', 'status': 'downloaded'}]"
The large tree,Paul Gauguin,,https://uploads3.wikiart.org/images/paul-gauguin/the-large-tree-1889.jpg!Large.jpg,Post-Impressionism,landscape,oil; canvas,,,https://www.wikiart.org/en/paul-gauguin/the-large-tree-1889,https://uploads3.wikiart.org/images/paul-gauguin/the-large-tree-1889.jpg!Large.jpg,"[{'url': 'https://uploads3.wikiart.org/images/paul-gauguin/the-large-tree-1889.jpg!Large.jpg', 'path': 'full/89bf6bb5e5e8c36cf15b49938d9a2da890155d2c.jpg', 'checksum': '9ea313dc4d748893342dd79b356bf13c', 'status': 'downloaded'}]"
Still Life with Peaches,Paul Gauguin,,https://uploads3.wikiart.org/images/paul-gauguin/still-life-with-peaches-1889.jpg!Large.jpg,Post-Impressionism,still life,oil; panel,,,https://www.wikiart.org/en/paul-gauguin/still-life-with-peaches-1889,https://uploads3.wikiart.org/images/paul-gauguin/still-life-with-peaches-1889.jpg!Large.jpg,"[{'url': 'https://uploads3.wikiart.org/images/paul-gauguin/still-life-with-peaches-1889.jpg!Large.jpg', 'path': 'full/6ac6e5a1229a35cd8169d9fdaadbbd80927a1947.jpg', 'checksum': 'adace2c9c508bbf0bc57c49e4a686487', 'status': 'downloaded'}]"
Self portrait with mandolin,Paul Gauguin,,https://uploads7.wikiart.org/images/paul-gauguin/self-portrait-with-mandolin-1889.jpg!Large.jpg,Post-Impressionism,self-portrait,oil; canvas,,,https://www.wikiart.org/en/paul-gauguin/self-portrait-with-mandolin-1889,https://uploads7.wikiart.org/images/paul-gauguin/self-portrait-with-mandolin-1889.jpg!Large.jpg,"[{'url': 'https://uploads7.wikiart.org/images/paul-gauguin/self-portrait-with-mandolin-1889.jpg!Large.jpg', 'path': 'full/493dffa4784b2785e8c8735cb1c5a5aaff4fc509.jpg', 'checksum': 'a78659b560ddf7945d2f55c9c9980384', 'status': 'downloaded'}]"
Still Life with a Fan,Paul Gauguin,,https://uploads5.wikiart.org/images/paul-gauguin/still-life-with-a-fan.jpg!Large.jpg,Post-Impressionism,still life,oil; canvas,,,https://www.wikiart.org/en/paul-gauguin/still-life-with-a-fan,https://uploads5.wikiart.org/images/paul-gauguin/still-life-with-a-fan.jpg!Large.jpg,"[{'url': 'https://uploads5.wikiart.org/images/paul-gauguin/still-life-with-a-fan.jpg!Large.jpg', 'path': 'full/0974feece4ce48893315f5c4dbbddf00fcd0dbd8.jpg', 'checksum': '5c844d2fcd673ba79e0df3ba77b6bd98', 'status': 'downloaded'}]"
"Landscape at Le Pouldu, the isolated house",Paul Gauguin,,https://uploads3.wikiart.org/images/paul-gauguin/landscape-at-le-pouldu-the-isolated-house-1889.jpg!Large.jpg,Post-Impressionism,landscape,oil; canvas,,,https://www.wikiart.org/en/paul-gauguin/landscape-at-le-pouldu-the-isolated-house-1889,https://uploads3.wikiart.org/images/paul-gauguin/landscape-at-le-pouldu-the-isolated-house-1889.jpg!Large.jpg,"[{'url': 'https://uploads3.wikiart.org/images/paul-gauguin/landscape-at-le-pouldu-the-isolated-house-1889.jpg!Large.jpg', 'path': 'full/505633ad46c85d71057564625badf5e98e10a7c1.jpg', 'checksum': '7951d273c74809806df4eca84d987752', 'status': 'downloaded'}]"
Nostalgic Promenade,Paul Gauguin,,https://uploads8.wikiart.org/images/paul-gauguin/nostalgic-promenade-1889.jpg!Large.jpg,Post-Impressionism,landscape,oil; canvas,,,https://www.wikiart.org/en/paul-gauguin/nostalgic-promenade-1889,https://uploads8.wikiart.org/images/paul-gauguin/nostalgic-promenade-1889.jpg!Large.jpg,"[{'url': 'https://uploads8.wikiart.org/images/paul-gauguin/nostalgic-promenade-1889.jpg!Large.jpg', 'path': 'full/198658d754faedac799a4bc2ae897301ba1afe85.jpg', 'checksum': '5f1d8bccc4ef789d1bc57052b5f0a38a', 'status': 'downloaded'}]"
Seated breton girl,Paul Gauguin,,https://uploads7.wikiart.org/images/paul-gauguin/seated-breton-girl-1889.jpg!Large.jpg,Post-Impressionism,genre painting,oil; canvas,,,https://www.wikiart.org/en/paul-gauguin/seated-breton-girl-1889,https://uploads7.wikiart.org/images/paul-gauguin/seated-breton-girl-1889.jpg!Large.jpg,"[{'url': 'https://uploads7.wikiart.org/images/paul-gauguin/seated-breton-girl-1889.jpg!Large.jpg', 'path': 'full/3a4fd55621a2b7ac041e8f0b122f988e63cbac9a.jpg', 'checksum': '5bdfac7518a6e1d4f4d68ed935e42d55', 'status': 'downloaded'}]"
Calvaire breton,Paul Gauguin,,https://uploads4.wikiart.org/images/paul-gauguin/calvaire-breton-1889.jpg!Large.jpg,Post-Impressionism,allegorical painting,oil; canvas,,,https://www.wikiart.org/en/paul-gauguin/calvaire-breton-1889,https://uploads4.wikiart.org/images/paul-gauguin/calvaire-breton-1889.jpg!Large.jpg,"[{'url': 'https://uploads4.wikiart.org/images/paul-gauguin/calvaire-breton-1889.jpg!Large.jpg', 'path': 'full/dff7ccc97f6d5aad3a1b1b030bb33f9c5db2dc6c.jpg', 'checksum': 'ff4b9cce2af80a2242e5c0624bd5ab8c', 'status': 'downloaded'}]"
Flutist on the cliffs,Paul Gauguin,,https://uploads1.wikiart.org/images/paul-gauguin/flutist-on-the-cliffs-1889.jpg!Large.jpg,Post-Impressionism,genre painting,oil; canvas,,,https://www.wikiart.org/en/paul-gauguin/flutist-on-the-cliffs-1889,https://uploads1.wikiart.org/images/paul-gauguin/flutist-on-the-cliffs-1889.jpg!Large.jpg,"[{'url': 'https://uploads1.wikiart.org/images/paul-gauguin/flutist-on-the-cliffs-1889.jpg!Large.jpg', 'path': 'full/182c629fb11c80312eeb03744f41bf4d04e9ee00.jpg', 'checksum': '2da2081385a46d5cc33777a92c3ed5d3', 'status': 'downloaded'}]"
